NA,Model,VS+i-run11/11_21,1.00000,1.00000,4.00000,1.00000,3.00000,4.00000,1.00000,2.00000,1.00000,1.00000,1.00000,3.00000,4.00000,3.00000,5.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,5.00000,4.00000,4.00000,1.00000,4.00000,2.00000,3.00000,2.00000,4.00000
NA,Model,VS+i-run11/11_22,3.00000,3.00000,1.00000,1.00000,2.00000,1.00000,1.00000,4.00000,1.00000,1.00000,3.00000,4.00000,1.00000,5.00000,1.00000,3.00000,1.00000,2.00000,4.00000,1.00000,4.00000,2.00000,2.00000,1.00000,4.00000,3.00000,4.00000,1.00000,4.00000,5.00000
NA,Model,VS+i-run11/11_23,5.00000,4.00000,1.00000,3.00000,3.00000,4.00000,1.00000,4.00000,3.00000,4.00000,2.00000,4.00000,1.00000,1.00000,5.00000,4.00000,1.00000,3.00000,3.00000,1.00000,1.00000,2.00000,1.00000,2.00000,4.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS+i-run11/11_24,3.00000,1.00000,1.00000,4.00000,2.00000,4.00000,4.00000,5.00000,2.00000,1.00000,5.00000,1.00000,2.00000,4.00000,3.00000,3.00000,3.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,4.00000,4.00000,3.00000,1.00000,4.00000,1.00000
NA,Model,VS+i-run11/11_25,3.00000,1.00000,4.00000,5.00000,2.00000,1.00000,3.00000,1.00000,4.00000,1.00000,1.00000,1.00000,4.00000,4.00000,1.00000,5.00000,4.00000,2.00000,2.00000,1.00000,2.00000,1.00000,3.00000,4.00000,5.00000,4.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS+i-run11/11_26,4.00000,3.00000,4.00000,2.00000,4.00000,1.00000,1.00000,5.00000,1.00000,1.00000,3.00000,3.00000,1.00000,2.00000,1.00000,2.00000,4.00000,1.00000,2.00000,5.00000,1.00000,1.00000,1.00000,1.00000,4.00000,3.00000,4.00000,1.00000,4.00000,1.00000
NA,Model,VS+i-run11/11_27,5.00000,3.00000,1.00000,1.00000,2.00000,1.00000,2.00000,4.00000,1.00000,1.00000,4.00000,4.00000,1.00000,5.00000,4.00000,3.00000,1.00000,2.00000,1.00000,1.00000,5.00000,3.00000,2.00000,1.00000,1.00000,4.00000,1.00000,1.00000,4.00000,4.00000
NA,Model,VS+i-run11/11_28,1.00000,2.00000,5.00000,4.00000,4.00000,5.00000,2.00000,1.00000,1.00000,5.00000,4.00000,1.00000,4.00000,4.00000,1.00000,3.00000,4.00000,4.00000,1.00000,4.00000,1.00000,5.00000,1.00000,5.00000,1.00000,4.00000,4.00000,3.00000,5.00000,4.00000
NA,Model,VS+i-run11/11_29,4.00000,3.00000,4.00000,6.00000,4.00000,3.00000,4.00000,1.00000,4.00000,3.00000,4.00000,5.00000,4.00000,5.00000,4.00000,4.00000,3.00000,4.00000,2.00000,2.00000,4.00000,5.00000,5.00000,4.00000,4.00000,4.00000,3.00000,4.00000,1.00000,3.00000
NA,Model,VS+i-run11/11_3,1.00000,1.00000,2.00000,3.00000,1.00000,1.00000,3.00000,1.00000,1.00000,2.00000,3.00000,2.00000,4.00000,1.00000,4.00000,5.00000,4.00000,4.00000,1.00000,1.00000,5.00000,4.00000,1.00000,3.00000,3.00000,1.00000,4.00000,4.00000,1.00000,2.00000
